feature_0,feature_1,feature_2,feature_3,feature_4,target
-7.015905233532962,-8.886823618184836,8.578749162133285,3.9909543352487598,4.3608314765749165,1
-6.162939618662657,-9.402688181320043,5.825664240719236,1.4831895741625267,3.3625526578277785,1
-2.8566979227586606,8.171990411428252,4.560029682740305,1.3615645377361472,-8.715632474508102,0
-5.62853021059325,-9.294561761244506,5.711737852011502,2.1792688619129357,3.7040207184125142,1
-7.781212880260304,-8.97442421531766,7.125993578029535,1.4727556440541307,4.080463646518742,1
-3.0251786124018296,9.431159190788362,5.298510789018611,2.2053641885830597,-5.884212000701796,0
-6.032112059313096,-8.66223226840516,7.358581333369817,2.073267952463857,4.841391428755655,1
-2.345749876435273,9.143135749554236,4.424048080791947,3.1110274599101038,-7.233279746032821,0
-5.914536034482763,-9.64465897551562,8.082279108154742,2.0239560904861267,4.51347638471019,1
-2.0633587478235036,7.292029194240802,3.9194237655530424,2.384527315092171,-6.4692439143643785,0
-4.775249717202033,8.663507922596768,4.412159221392349,2.6886627807102172,-8.278705619335746,0
-7.600388169863878,-6.353013832102324,7.459647549574547,2.3842080712251636,2.939088748916655,1
-7.961760689540007,-10.340593008976292,7.480621566142533,2.090980944514714,3.617541502407651,1
-6.178227341216653,-7.499808248054738,6.427189582526707,1.5367101228191664,5.899356317756159,1
-2.337358283259219,9.567537348183105,3.4642842306032495,1.0780998416641272,-6.2823989728978855,0
-2.4748642344839147,8.651787125316252,5.587390744803669,2.647864661749352,-7.4979922111954,0
0.03685691289004156,10.726590815635921,4.117357906818464,0.5220656974739935,-7.2857786077250735,0
-2.4831065728419164,9.531945148667445,3.914135023074636,2.1599364484178105,-7.635010123504593,0
-2.5923693949873696,10.391621157726663,2.4479001799482205,0.5509351824338584,-6.197992967482881,0
-1.2618939723880724,9.149777500515084,6.1811999810294225,3.307167869817657,-6.101892143903416,0
-2.9524798742442604,8.129483414171421,4.466932776304678,3.6848781640830754,-8.251528334082627,0
-3.4561803886700986,9.465633676062954,3.4586852967986035,1.9003472513503898,-6.041613136614959,0
-8.82152766016259,-10.447829880527738,8.232982087996266,1.3585537882652317,3.545129566812048,1
-1.9004620339283331,8.457155555626091,4.0534636873393275,1.3533975556868545,-7.788396861959243,0
-1.5422802219772822,8.291213023286177,4.949434482995253,2.51650928093978,-7.74015105913251,0
-2.173052660026521,8.786809868244914,3.8159433492561017,1.254060232491546,-4.829815095365344,0
-5.587815846391239,-10.23421799109963,8.32976366281034,2.8412085412114596,5.7150463663707365,1
-6.048745338799957,-9.384548172123193,6.804685872677015,2.122922345699618,4.6755925466816315,1
-2.5660344752596997,7.334783335284918,3.4315753205687685,1.786004136076871,-5.603363203277715,0
-6.207496702186104,-11.833594647435627,7.295398591556869,2.8146952742799103,5.155969671949386,1
-2.5014697298770656,9.959597899434186,4.087309490109249,0.10016385301011144,-4.835145633951326,0
-7.861800309433024,-8.312178931512664,6.717854533740191,1.7348160649593036,5.129230417585871,1
-5.628960680257045,-6.941744834149703,8.490100121072103,2.5804242479475707,4.923221282184683,1
-3.718056487673472,8.448348997305915,4.564207763571038,3.5107210029750755,-7.538009909091715,0
-6.867295288709451,-10.006818648735278,6.5328989242257505,1.7399881929392462,3.2177461244908327,1
-2.5074145819481415,7.9550744198254195,4.139617819641426,1.4570530420692973,-4.755070961322256,0
-6.371346262226642,-10.466581804351184,5.554012679146231,1.9579897847449297,2.948710941046104,1
-0.38820405720764084,9.992133692852653,2.254765137535065,1.4079109447303284,-8.691616528713324,0
-6.6051788122058595,-8.633882586112836,7.000846450498738,2.1708312505056804,3.0064217155128903,1
-6.97972954305642,-9.442213806689065,7.40919125385288,2.2533593559471297,4.442662085876787,1
-1.8710106242041769,10.758597242941432,5.3034767047888645,2.1779675612226495,-6.470486268375276,0
-1.6166002847534409,7.80311419891754,5.370642955294626,1.987442751777166,-7.833566610547915,0
-5.134032074981752,-10.186012556583492,7.453441819909983,2.2016982740446216,4.781544753507776,1
-2.0284530432847663,10.510996535644303,4.144913355860028,1.4755971856315182,-5.729955172272523,0
-5.377381912476661,-10.314198853737421,7.514402851417411,1.8911797716145036,3.818225487216233,1
