feature_0,feature_1,target
6.337785104201759,1.4877616683291397,5
-7.307476914014442,-4.1457857184435145,7
-9.14834803649711,-7.3140421834093665,9
-3.3935294149451893,10.0527411437658,9
8.32596270580915,0.17865511169168824,0
0.22774223894191037,11.796894540079451,1
8.794755852997499,-0.06135376918283064,0
4.433967507194589,6.027547442427771,4
0.7972725680987579,13.288390257123272,1
11.701372299919885,15.024773987540243,2
0.39636458170518774,-4.310003111941949,1
6.441907539369905,-13.339912457632527,0
-13.07444020187305,-11.858029082184188,8
-0.6072980412405924,9.462001356767392,9
2.475664740997323,2.8690591086034445,4
7.290651126750905,-15.234849394329258,3
9.242979325863397,-0.4593082328899595,0
-15.134725036023166,-12.277989434546958,8
-13.604491464990508,-11.09843971578802,8
2.4314238759200935,13.607090134214232,1
-7.601354494618076,-14.824171118528763,6
-11.308105835684097,-6.41675746327468,3
1.566782437847247,-0.960042854304849,6
7.227737107783079,-11.16391832389919,0
2.554227547944741,8.17149394788267,8
8.308001424285086,1.3232263612803412,0
-7.577990593754389,-3.7201587576901245,7
12.612715513079667,13.999664777022412,2
10.705190447804272,14.540206187775821,2
2.961654276553686,13.27237970984963,1
-9.136917886342065,-8.413480154646376,9
5.13021542247105,7.756668609588793,8
8.506204551997357,-15.826760083948297,3
6.675334319819299,0.7498967502988647,5
3.3543794336778854,7.903579807253538,8
3.451313134730997,-2.6681464973741362,1
-8.336570487706672,-8.893455517594484,9
-14.91442512940799,1.6974720209666097,2
12.21190333137823,13.417469790033826,2
-1.8416714160364487,-3.4510823118263643,7
12.153646724487446,16.826803287764026,2
-6.250571418071598,-6.651329586869693,5
8.135139882556759,-13.19477153321185,3
-2.2520995701362776,-4.076344561289123,7
8.07457180776659,11.419785923968771,4
-0.5228745707129172,-1.9384513040467821,7
-13.513419984546793,2.194719993453011,2
3.29445128365932,-3.6614130294173357,1
6.231356580615792,-9.962474228231752,0
-13.968082673625018,-14.404375674541749,8
4.92133237629734,-12.776441075836173,0
-3.254660914969608,8.667920482477149,9
13.695792171863541,15.095043527114795,2
0.5965328932355818,-2.5986901538559275,7
2.5501920005298837,-1.0406080483650335,6
11.127868671565018,11.724582825979475,2
-2.267231329181148,-3.571840898404553,7
-9.347145892172819,-3.663661056183645,7
1.580622821635261,12.330357541852822,1
8.537158228344845,-0.6789608263215279,0
-0.9301654838421916,-2.6703662290037107,7
4.0370719352928806,14.847713224323527,1
9.066826070197894,10.27321879738376,4
7.900424586435339,-15.199259758196145,3
7.158833564101461,0.299692642872331,5
-6.787795113763943,-6.3702284706825445,5
3.7205921623619105,-3.0961999331420818,1
8.567138786011053,2.121802773365884,5
9.939408404595376,1.112545843383433,0
-0.0698190645683896,-1.360408184302539,7
4.060620861139463,-3.568571188853255,1
3.266510851783405,-3.712214001879735,1
2.584485604969882,-2.8991828334818353,1
5.3144748317709745,11.198551730261329,4
-5.977749969668666,-6.871827523640494,5
6.04234474914868,-13.100396596059117,0
-9.291278470658991,-8.04306375498896,9
12.833354909756576,14.23981447050028,2
-8.631761177317106,-1.9960354991463531,7
10.505237325767514,-14.746107693312421,3
-12.98717724259303,-13.654369991401184,8
-15.325707968807796,-10.496080434060397,8
0.39532866619770946,-2.280638662134625,6
4.715460473198009,5.270935992335921,4
5.676665291736776,0.9722125190176196,5
-7.597117556164242,-3.760606742034927,7
0.2265751909573861,-0.07679782102587296,6
0.6951655160188059,-4.398245242566473,7
5.983573250820739,2.3399993163716375,5
8.878091668250553,0.4493717164774318,5
-7.5768647874308455,-8.077716277931112,9
1.0703411091316202,0.4833339575047193,6
0.44020393864621565,13.796386924481418,1
