feature_0,feature_1,feature_2,feature_3,feature_4,target
-10.191136964908479,8.640971637056717,-3.1758116224436836,2.4361927292178427,-1.483846086728387,7
1.6407540325347163,0.9557779453354575,-8.888901547343414,6.174036590358599,2.837378671769461,4
4.465633446132683,4.030535471274192,4.54574900379783,0.18874872219560013,-5.535152126672266,8
-2.3014875573073392,0.6329552447100272,-7.691147189660583,11.099698998261449,4.1863667682279395,4
4.435767795290588,-5.341993670001103,-3.11628518303187,-4.748202023152506,5.662456799895478,5
9.287305584231946,7.823811623170826,7.621647877658958,-1.7745670933760063,9.147500369668592,1
5.58047589014316,2.4904235947253373,-11.200751915198962,8.456245392930114,4.604216976504938,6
3.9185761091127995,-7.2427847013212,0.21593342514154346,-4.1198797823899715,-7.055309585489043,3
2.7430020516524456,-0.784815488892589,-1.9606174929973725,-3.3738086292036455,6.51611220103424,5
4.2042588769429,2.9186047930972183,11.49500507941402,-0.7121373370309756,-7.160804965795343,8
-0.43717275614463746,-3.3842745535432393,-7.04490871761272,-7.646094899462048,6.203883766589495,0
4.968534464081505,1.8499360704080905,-51.527191267398926,6.281025151453669,10.050076052166396,6
-9.432544646411793,9.76149734803488,-2.7847727887605283,4.958987081098239,4.2893523038179024,7
0.5974795290292527,-9.705771713822816,3.6378108475157815,-1.1069113745928767,-6.694291097041408,2
3.048454379027723,2.615445458270849,8.968389532274877,-0.6575057170496121,-2.9852731223962485,8
8.085455241534122,7.045984737606705,9.98904897583576,-2.442044401879144,9.879051238057631,1
9.632215030884064,7.633989896717425,7.319794310247379,-2.314333452432928,9.219051648886973,1
4.714966918891177,4.75256499797779,8.32704714278228,-0.6688810076000321,-6.877883051951968,8
3.713546789204979,1.627744178711572,-3.1004314725866777,-4.432669818442962,5.312306076933143,5
6.707005373254344,3.143594267110069,-2.08557921838493,-6.038097904388158,6.072255106902372,5
6.700070670032666,3.1296628278211287,6.9277928781995275,3.495496696946483,-2.9791851227981505,8
5.15587819059378,3.90344461467066,-9.334660615177942,5.074451936553454,5.933742802669573,6
5.868509753331108,4.110813961629516,-9.630903398863808,7.5046507527387725,7.781958564467073,6
1.6912239237891722,-12.386964553926644,-8.937981691435162,7.802287938205076,3.971031292001585,4
-0.4532256535163053,-3.4891682837865243,0.32696953360613357,-4.0335630607761015,9.796495077928178,0
0.4732087128738014,5.205555172683496,-10.322364693737189,4.70268612770367,3.032075413728736,4
9.846433346361492,36.78930472959244,9.081956764489123,-1.5251987580409627,9.429163922923939,1
-3.8995627560170347,-5.463189949697932,-6.303149434949377,-4.521108435069496,8.415469189467787,0
-0.3203978351087404,-8.106924939529819,2.54316774234485,-0.8528960528979013,-7.1376214924023555,2
2.9703266940203887,-6.583270511681562,0.37002114211114345,-0.2364304095082539,-5.765960551906301,3
3.182621741760016,-6.503919990997965,1.120020815045057,-3.225372049278589,-6.4792067530111925,3
-0.20843555740353925,-9.450604692652037,0.7833805346103522,0.7846848958478745,-13.862578826854936,2
