feature_0,feature_1,target
9.88099847529967,1.9420202258961958,1
6.890247884091545,-2.2329015873281457,1
6.539603563029023,-1.480342632246387,1
1.1467802953334867,4.669935145623339,0
4.398094153024472,0.567848926999412,0
-4.053105665832634,2.279137168633315,0
2.848174707738427,4.547458160647949,0
11.35091909236115,1.8450207924940456,1
2.850534627059182,3.363988994897924,0
-5.284641906759797,1.212279009294068,0
-5.179833080729237,0.5973032658319437,0
-0.6950069014042388,5.056920326951432,0
1.0370003194182806,0.25639115062936657,1
-3.3991534304049855,3.476995622302433,0
-0.04160487639301205,1.5170266039112146,1
4.24096548597136,3.3586138277907085,0
0.15794545357615788,2.529640642026598,1
3.142564658043157,-1.9478592107086952,1
-0.05515452750723293,4.3212334518704365,0
5.408038588836379,1.0320035746364913,0
9.626793073454461,0.9159384854259007,1
1.1257456138333375,-1.7929097910441039,1
-1.1581484715963013,4.800942032534405,0
-3.9252184379668935,2.632503624892281,0
1.5110783165146968,-1.7001544288655512,1
-4.523470834574416,2.470780760298622,0
-4.821527581858556,0.34566600536114933,0
0.9393346530796532,-0.7336612953326415,1
5.647934564865834,1.6801394580351077,0
8.342031076582389,-0.5031964652416444,1
-1.5425960706121171,4.467216896660563,0
0.023408860877201787,4.749378977752208,0
4.001223763764361,-2.6314402569248756,1
0.4243459356180363,5.4340895655481525,0
4.56909939132174,-2.109019578790638,1
4.610149059670061,-0.4219481801719629,0
2.0707711975495164,-0.900200490637967,1
1.7470986831306545,-2.1098371645929364,1
4.918030822123653,1.7940848073159184,0
3.8590713677700967,2.654438102681935,0
2.7511029086417462,3.62001895535808,0
4.2138488701237815,2.986233994442664,0
-1.6515807330512402,4.6356314845756055,0
7.11699054516326,-1.713985233154163,1
1.6550941572911946,5.000843998106367,0
-0.943593340344001,5.861925159385861,0
6.416846273264165,-2.198039912626042,1
3.956468190223501,1.8282679136276545,0
3.77899201660525,-2.847153601462282,1
-4.9399968167926325,1.9160970857720292,0
-2.465746898235511,4.3166060046163,0
1.026942013666904,4.0937652278893095,0
4.350593303365309,3.7436354168902577,0
-5.875983889947626,0.5321143794505409,0
-2.9829867547025453,4.487685349922198,0
3.6583000080481898,-1.486048663176862,1
1.9486497864820786,4.089284279131574,0
10.617101168692841,-0.346290633698494,1
-3.2861749295649423,3.693532515450355,0
8.085470319855213,-0.7113991010417992,1
5.626644752361194,-2.028580372890518,1
-0.17395195829503007,2.258249827644974,1
5.836648980767652,-2.9894410091514234,1
-1.0942392675731718,4.075388855496287,0
7.91011539572521,-2.229074149316696,1
10.280230122403282,1.5344686458762986,1
5.903723897179523,0.30148344131183163,0
7.648387065181924,-2.0392385360234497,1
10.058457185430143,0.8149483959997583,1
4.68388622734816,-2.591610360414144,1
1.0062106133291464,-0.4893434444665328,1
-1.764526556433631,4.265291019829581,0
-0.13230020042659518,0.7445698372359029,1
2.254522827879289,4.423721049455749,0
9.436985648352978,-0.0661712044240969,1
5.492838466493229,-2.593991865477137,1
0.4806458329369977,2.762274687641593,1
2.0119928284183137,4.009689353432602,0
8.337682595728062,-0.9420427565176888,1
9.16927141760861,-0.8690242950184148,1
8.735957045761896,-2.122396854702926,1
0.19046897254569747,-0.07617924406780198,1
-5.293868867109165,2.2365286454159707,0
2.84764901926234,4.072010302899186,0
-4.010808092337147,1.013591922848086,0
3.6831555730078454,-1.994816942093765,1
-3.140150336937086,4.017625775421321,0
-3.532065411586193,3.8538108867437626,0
-4.985950268325899,-0.5985435316691509,0
0.15671069852025113,-0.6030554275865794,1
8.385365943893584,-0.6805909271152719,1
9.520052683943046,3.0524641092250744,1
10.062835010504331,0.38435847486165287,1
0.9464711609325954,-0.9257025568944892,1
4.363965252945768,1.6598707837147506,0
2.6181993842872235,-0.7205104020081596,1
1.811055523352569,-2.3764425100906736,1
2.3124504029701707,4.558303433947786,0
8.360824627351239,0.2594251733973101,1
0.3302255087581593,2.1960374906924307,1
