"variance","skewness","curtosis","entropy","target"
1.12139675621074,1.14903615082036,-0.975614329681575,0.354432110300638,0
1.44653822404256,1.06406494139257,-0.894710022122233,-0.128720508761854,0
1.20736946500453,-0.777068801767234,0.12217382981663,0.617847883462114,0
1.0633546246601,1.29500534094825,-1.25493952575468,-1.14361183051709,0
-0.0367583482258942,-1.08664207309135,0.736461884574623,0.0965517618317542,0
1.38409896131385,1.32039276866981,-1.24319946850632,-0.938044339138722,0
1.11070293318565,0.185813289105611,-0.155160660896969,0.835723722437247,0
0.583398962310501,-1.4878656623445,1.63942541815491,0.280577265111519,0
0.974215981418101,0.653674616492316,-0.499086334038462,0.275651070307708,0
0.38760350521303,1.23612013946792,-0.851369257418806,0.217184039418803,0
0.278238058551866,1.16808524088257,-0.83784266971961,0.183333703723435,0
1.25095382924164,-0.788706126018121,0.231314599176865,0.977893228514388,0
0.515542433970397,0.9780373423549,-0.288556481339091,-0.913437163162196,0
-0.707246981079045,1.51994817368649,0.266488367533608,-0.830334398645729,0
1.04485149666275,1.15925927607736,-1.01835185033667,0.294732340808654,0
1.49247945059112,-0.905062329984901,0.485373150302414,1.27022362335041,0
0.787320317825061,0.194622215368728,-0.238060314154648,0.84618534193365,0
0.130089914900052,0.157597463396285,0.683585223568675,0.853567494726607,0
0.356753232867633,-1.15891956865836,1.61139777160151,-0.436429198681076,0
1.69151119623566,1.55133316822549,-1.33424291641652,-1.38487638569118,0
1.88301505330333,1.01683410270522,-0.932064749730647,0.335350839799692,0
-0.036772419045664,-1.08664207309135,0.736461884574623,0.0965517618317542,0
1.23206375370061,1.40394977910371,-1.21138994580375,-1.3448480781549,0
0.17662563358389,1.18641871217679,-0.714780883859345,-0.222865565012468,0
1.40710475163755,1.35705971125826,-1.40999644787085,-1.21686220542593,0
0.0956691720380547,-1.26433702860015,1.61000566995151,-0.799539731611276,0
0.249568763270796,-0.965003921075123,0.969847726197627,0.264575461314018,0
-0.287000842422802,1.10214608297491,0.177440265321749,-1.21314971079117,0
2.15620001913498,1.34542238700737,-1.34776950411571,-0.968172660982321,0
1.56779351340925,-0.899763343393355,0.469271174550713,1.08621715850467,0
-0.239853043078975,-0.357864439041231,0.814187560033124,0.640617850555286,0
0.370999937884606,0.290515130279409,0.443238873695656,0.800026658641513,0
1.35894737097524,0.970284805701673,-0.878190415875531,0.109478858534316,0
-0.492072487453547,1.27597328942813,0.0772321482156992,-1.74736816951559,0
-0.721106738552348,-0.189685509292498,1.56963472210142,0.856646961430053,0
0.70542814676453,0.770030820459096,-0.511610608549656,0.238107278411609,0
0.79301899983185,0.69809409573399,-0.432488191102318,0.237493288914322,0
1.12396468081874,-0.188980113649764,0.0533808066123144,0.936655980417556,0
1.45427717491598,0.216482664876618,-0.812784840019556,0.708318521946021,0
1.07176193947259,1.32533394587736,-1.19528797005205,-1.06912395739666,0
1.31469464279906,1.15856069585146,-1.02552117383418,0.283037982709172,0
-0.225110341665114,1.24353190527925,-1.18375672805119,-2.67425432999307,0
-0.15499963282083,1.25586780975603,-0.419963916591125,-0.36751006751278,0
0.186675716604506,0.667424719962984,0.21481819462433,0.598768992765421,0
0.852116442865223,0.851117242289218,-0.508429656279399,0.797561181435355,0
-0.42938346767392,1.30241710675958,-1.2028517223504,-3.00414279555071,0
0.580619975405956,0.801398776455997,-0.212018732621925,-0.486309895824981,0
-0.42938346767392,1.30241710675958,-1.2028517223504,-3.00414279555071,0
1.22291772085021,0.705846632387217,-0.893503534025564,0.242414724109627,0
0.422534315291684,0.232345547567066,0.342845143036273,0.608616146803687,0
1.36844517431989,-1.15961814888425,0.472844235452387,0.292266863602495,0
1.69844107497231,0.351172340137621,-0.685569950903448,1.04804509828576,0
0.953813292751818,0.664954131359208,-0.443620363963509,-0.14409404423655,0
0.744087724082195,0.720312354625875,-0.593528830144083,-0.0216293173746539,0
